#{"t_start": 1565934125.7121804, "env_id": null}
r,l,t
0.010768,1000,192.660947
0.010768,1000,192.661026
-1.502995,1000,192.661145
27.249882,1000,192.661287
0.010768,1000,192.662358
-1.641674,1000,192.665543
0.016171,1000,209.481834
0.015336,1000,209.481903
-0.730554,1000,209.482012
0.010768,1000,209.482243
-1.599432,1000,209.482318
7.114761,1000,209.48235
0.011985,1000,209.482549
0.010768,1000,209.48404
0.049964,1000,226.019921
-0.936214,1000,226.02112
-0.664455,1000,226.021341
0.010768,1000,226.0215
-0.369876,1000,226.021634
0.010768,1000,226.02223
0.010768,1000,226.022595
0.010768,1000,226.026227
0.010768,1000,242.942089
0.010768,1000,242.944339
-1.383628,1000,242.944351
0.266715,1000,242.944351
0.010768,1000,242.944766
0.010768,1000,242.944844
-0.04788,1000,242.945405
0.010459,1000,242.951082
0.010768,1000,259.620313
0.010768,1000,259.620489
-0.018253,1000,259.620498
0.010768,1000,259.620753
0.010768,1000,259.621102
0.010768,1000,259.621405
0.010768,1000,259.621709
0.010768,1000,259.621874
0.010768,1000,275.67921
0.010768,1000,275.679491
0.010768,1000,275.679893
0.010768,1000,275.679893
0.010768,1000,275.679958
0.010768,1000,275.680424
0.010768,1000,275.681193
0.004073,1000,275.682568
0.010768,1000,292.260506
0.131843,1000,292.262993
0.016064,1000,292.263021
0.010768,1000,292.263571
0.010768,1000,292.263963
0.010768,1000,292.264078
0.010768,1000,292.264337
0.010768,1000,292.269579
0.010768,1000,308.984935
0.010768,1000,308.987432
0.010768,1000,308.987482
0.010768,1000,308.987576
0.010768,1000,308.9878
0.010768,1000,308.988343
0.010768,1000,308.988877
0.735551,1000,308.994054
0.010768,1000,325.800636
0.010768,1000,325.800652
-0.257166,1000,325.800902
0.010768,1000,325.801219
0.010768,1000,325.801508
0.010768,1000,325.8016
0.010768,1000,325.801873
0.010768,1000,325.802265
0.010768,1000,342.041063
9.948187,1000,342.043768
0.010768,1000,342.043947
0.233247,1000,342.043949
0.010768,1000,342.043962
0.010768,1000,342.044439
0.010768,1000,342.044705
0.259783,1000,342.049471
-0.005686,1000,358.6899
0.065017,1000,358.690072
0.637604,1000,358.690276
0.010768,1000,358.690316
0.010768,1000,358.690437
0.010768,1000,358.690935
0.010768,1000,358.691429
0.010768,1000,358.691543
0.010768,1000,374.820449
0.010768,1000,374.821573
0.010768,1000,374.821643
0.010768,1000,374.821755
0.010768,1000,374.822179
-2.433458,1000,374.82223
0.010768,1000,374.822342
0.010768,1000,374.826745
-0.179329,1000,391.707547
0.010769,1000,391.709453
0.010769,1000,391.709578
0.010768,1000,391.709944
0.010769,1000,391.710093
0.010769,1000,391.710799
0.010768,1000,391.711024
1.341904,1000,391.714837
0.010768,1000,408.649037
0.010768,1000,408.651932
0.010768,1000,408.651945
0.010768,1000,408.651951
0.010768,1000,408.652517
0.010768,1000,408.652602
0.010768,1000,408.653028
0.010768,1000,408.657626
0.010768,1000,425.080778
0.010768,1000,425.080798
0.010768,1000,425.080841
0.010768,1000,425.080986
0.010768,1000,425.081367
0.133014,1000,425.081547
0.010768,1000,425.081616
0.010768,1000,425.081984
0.010768,1000,441.77483
0.010768,1000,441.77486
0.010768,1000,441.774902
0.010768,1000,441.775017
0.010768,1000,441.775134
0.010768,1000,441.775603
0.010768,1000,441.775735
0.010768,1000,441.77641
0.010768,1000,457.482817
0.010768,1000,457.485526
0.010768,1000,457.485564
0.010768,1000,457.486016
0.010768,1000,457.486066
0.010768,1000,457.486979
0.010768,1000,457.486979
0.010768,1000,457.493708
0.010768,1000,474.135207
0.010768,1000,474.13687
0.010768,1000,474.136945
0.010768,1000,474.136975
0.010768,1000,474.137323
0.010768,1000,474.137573
0.010768,1000,474.13833
0.010768,1000,474.141437
0.010768,1000,490.922469
0.010768,1000,490.923326
0.010768,1000,490.923326
0.010768,1000,490.923755
0.010768,1000,490.924003
0.010768,1000,490.924052
0.010768,1000,490.92412
0.010768,1000,490.927353
0.010768,1000,507.792053
0.010768,1000,507.792707
0.010768,1000,507.792793
0.010768,1000,507.793226
0.010768,1000,507.793229
0.010768,1000,507.793715
0.390352,1000,507.794933
0.010768,1000,507.79632
0.010768,1000,524.26543
0.010768,1000,524.265529
0.010769,1000,524.265612
0.010768,1000,524.265822
1.524177,1000,524.265965
0.010769,1000,524.266289
0.010769,1000,524.266299
0.010769,1000,524.266748
0.010768,1000,540.268405
0.010768,1000,540.268426
0.010768,1000,540.268604
0.010768,1000,540.268653
0.010768,1000,540.268773
0.010768,1000,540.268817
0.010768,1000,540.269057
0.010768,1000,540.270007
0.010768,1000,557.380285
0.010768,1000,557.38084
0.010768,1000,557.380852
0.010768,1000,557.381006
0.010768,1000,557.381108
0.010768,1000,557.381174
0.010768,1000,557.381278
0.010768,1000,557.381325
0.010768,1000,573.934378
0.010768,1000,573.934423
-1.304493,1000,573.934442
0.010768,1000,573.934453
0.010768,1000,573.934829
0.010768,1000,573.935241
0.010768,1000,573.935269
0.010768,1000,573.935581
