#{"t_start": 1565937205.1020954, "env_id": null}
r,l,t
840.760056,1000,5431.621622
844.268248,1000,5431.622127
916.728496,1000,5431.623046
923.112409,1000,5431.623669
940.013221,1000,5431.624056
893.791017,1000,5431.628814
915.826954,1000,5448.465754
958.12999,1000,5448.468666
757.866461,1000,5448.468801
642.458444,1000,5448.468801
892.488122,1000,5448.468913
744.31394,1000,5448.46899
813.385472,1000,5448.469302
912.389753,1000,5448.477241
646.715717,1000,5465.870869
736.374049,1000,5465.873325
725.395451,1000,5465.873654
833.648905,1000,5465.873893
544.488281,1000,5465.87405
688.960248,1000,5465.874068
625.671788,1000,5465.87467
504.064146,1000,5465.87984
650.139627,1000,5482.210624
741.778586,1000,5482.212483
970.8868,1000,5482.212926
961.456282,1000,5482.21296
976.386617,1000,5482.21318
987.36001,1000,5482.213577
721.353706,1000,5482.213751
1006.551678,1000,5482.221807
616.81174,1000,5499.122742
724.62086,1000,5499.12544
918.148807,1000,5499.125609
950.775996,1000,5499.125821
747.267869,1000,5499.126008
944.111565,1000,5499.126174
644.932974,1000,5499.126613
948.316929,1000,5499.134103
793.097528,1000,5515.928443
764.882939,1000,5515.931402
744.560464,1000,5515.931407
817.298471,1000,5515.931427
894.439271,1000,5515.931556
890.46161,1000,5515.932109
830.00386,1000,5515.93219
699.721631,1000,5515.936926
659.516096,1000,5533.33391
566.663312,1000,5533.334378
646.831774,1000,5533.334397
559.643709,1000,5533.334519
556.883234,1000,5533.334746
610.642917,1000,5533.335002
683.123245,1000,5533.336941
602.000327,1000,5533.337966
676.435945,1000,5551.116071
772.157603,1000,5551.116202
690.481982,1000,5551.116436
714.132219,1000,5551.11645
683.783747,1000,5551.11645
685.068347,1000,5551.116491
663.689275,1000,5551.116521
722.850842,1000,5551.119427
806.441531,1000,5568.775156
702.825405,1000,5568.775491
650.952745,1000,5568.77582
781.635775,1000,5568.776518
624.361112,1000,5568.776782
739.338045,1000,5568.776925
846.005581,1000,5568.77718
742.710975,1000,5568.777637
757.640621,1000,5585.233609
681.174365,1000,5585.23369
660.824421,1000,5585.233801
496.941734,1000,5585.234165
610.612212,1000,5585.234245
556.302857,1000,5585.234363
567.73125,1000,5585.23612
541.79946,1000,5585.23696
792.505451,1000,5602.291714
892.20937,1000,5602.291787
727.427655,1000,5602.292125
829.873733,1000,5602.292142
924.429648,1000,5602.292615
875.566492,1000,5602.292687
880.424064,1000,5602.292692
852.670025,1000,5602.294503
721.239868,1000,5619.004084
756.958635,1000,5619.005258
894.081304,1000,5619.005537
743.949841,1000,5619.0056
916.128312,1000,5619.005616
891.085212,1000,5619.005707
905.333046,1000,5619.00575
923.414796,1000,5619.008576
835.518508,1000,5635.690986
755.04838,1000,5635.693678
904.104607,1000,5635.694185
830.548578,1000,5635.694185
885.432497,1000,5635.694193
656.329589,1000,5635.694571
891.167532,1000,5635.696056
702.036222,1000,5635.700536
578.068892,1000,5653.345693
694.312892,1000,5653.345719
789.085671,1000,5653.345862
661.300887,1000,5653.345885
698.494906,1000,5653.346313
781.497068,1000,5653.347991
689.402422,1000,5653.348136
774.139995,1000,5653.350046
782.548375,1000,5669.762732
869.789887,1000,5669.762753
764.259422,1000,5669.763231
671.721119,1000,5669.763285
667.965405,1000,5669.764041
791.114409,1000,5669.764309
891.492588,1000,5669.764381
878.729648,1000,5669.764548
717.089912,1000,5687.044965
750.83659,1000,5687.047951
760.522393,1000,5687.048212
815.878826,1000,5687.048364
845.498079,1000,5687.048492
870.841862,1000,5687.049103
775.06018,1000,5687.049789
785.873477,1000,5687.057632
228.296834,1000,5704.111153
737.616856,1000,5704.111351
384.850565,1000,5704.111677
928.343241,1000,5704.112048
905.057688,1000,5704.112098
727.987244,1000,5704.112181
715.226188,1000,5704.112192
666.52824,1000,5704.112494
970.155803,1000,5720.931847
944.396621,1000,5720.934813
956.366179,1000,5720.934865
721.622221,1000,5720.935152
848.670312,1000,5720.93525
767.821907,1000,5720.93559
670.15111,1000,5720.935689
769.932391,1000,5720.94119
469.547255,1000,5737.808646
727.630016,1000,5737.808682
835.069229,1000,5737.808879
757.381721,1000,5737.809086
669.728314,1000,5737.809113
958.218527,1000,5737.809114
909.039124,1000,5737.809543
896.696292,1000,5737.809586
654.011168,1000,5754.051452
926.871902,1000,5754.053183
892.305723,1000,5754.053183
656.859564,1000,5754.053569
501.826652,1000,5754.053696
732.846091,1000,5754.053793
811.724614,1000,5754.053916
713.858484,1000,5754.057405
825.636284,1000,5771.40228
793.901647,1000,5771.402435
641.145704,1000,5771.402453
868.577237,1000,5771.402474
910.370237,1000,5771.402524
792.49613,1000,5771.402847
453.304866,1000,5771.402848
694.287175,1000,5771.402871
487.169396,1000,5788.704107
595.001306,1000,5788.704937
710.618099,1000,5788.705228
681.454247,1000,5788.705677
664.691667,1000,5788.705677
717.287066,1000,5788.706192
691.937359,1000,5788.707818
471.514637,1000,5788.709527
588.856151,1000,5805.949631
624.096143,1000,5805.951913
596.137964,1000,5805.951913
588.537283,1000,5805.952136
341.934899,1000,5805.952286
633.782349,1000,5805.95251
646.934233,1000,5805.9533
608.74402,1000,5805.956228
743.418005,1000,5823.818566
600.724544,1000,5823.820728
883.520958,1000,5823.821155
559.694726,1000,5823.821635
844.752165,1000,5823.821818
804.328447,1000,5823.82206
895.587481,1000,5823.822716
825.952642,1000,5823.824775
746.877877,1000,5841.293649
658.751611,1000,5841.293739
663.439431,1000,5841.293788
464.857893,1000,5841.293952
629.947493,1000,5841.294034
643.982673,1000,5841.294042
650.914045,1000,5841.29559
708.415413,1000,5841.295621
689.145716,1000,5858.269898
708.947737,1000,5858.269947
720.167663,1000,5858.270082
705.622373,1000,5858.270159
746.96989,1000,5858.270286
548.150289,1000,5858.270554
578.363576,1000,5858.270801
716.853388,1000,5858.272361
763.379558,1000,5875.62246
908.259603,1000,5875.62256
772.81505,1000,5875.62353
580.79779,1000,5875.623565
775.838586,1000,5875.62369
770.628276,1000,5875.623785
857.774343,1000,5875.623927
784.743665,1000,5875.624194
579.646893,1000,5892.658183
719.856896,1000,5892.658202
813.692751,1000,5892.658463
969.066532,1000,5892.658537
832.891283,1000,5892.659122
748.29661,1000,5892.659255
752.625224,1000,5892.660181
987.576375,1000,5892.6602
609.37636,1000,5909.347469
583.069632,1000,5909.350646
548.775288,1000,5909.350698
684.216192,1000,5909.3507
624.174595,1000,5909.351282
587.788203,1000,5909.351618
684.801468,1000,5909.351668
597.531812,1000,5909.355974
585.074132,1000,5926.714806
617.264168,1000,5926.714823
734.938033,1000,5926.714848
903.689108,1000,5926.715832
681.594233,1000,5926.715997
608.627216,1000,5926.716813
795.157358,1000,5926.716834
582.920015,1000,5926.71741
580.710932,1000,5943.876678
629.981095,1000,5943.876684
727.792326,1000,5943.876684
702.57225,1000,5943.876829
631.629988,1000,5943.876828
679.363084,1000,5943.876888
703.422437,1000,5943.878829
748.499437,1000,5943.87948
812.352634,1000,5961.115631
741.700839,1000,5961.115751
941.922752,1000,5961.115913
847.573878,1000,5961.115917
743.169939,1000,5961.116088
928.881604,1000,5961.116305
947.861591,1000,5961.11636
979.58364,1000,5961.116608
861.118368,1000,5978.394842
693.935883,1000,5978.39728
662.579331,1000,5978.397527
968.189632,1000,5978.397594
921.697298,1000,5978.397773
754.439301,1000,5978.398124
955.20198,1000,5978.39874
964.087974,1000,5978.405935
572.653055,1000,5996.04058
541.009299,1000,5996.040646
570.163851,1000,5996.04097
703.665208,1000,5996.040996
590.570622,1000,5996.041008
593.833864,1000,5996.041146
546.954936,1000,5996.041811
665.17844,1000,5996.044828
612.322455,1000,6013.730948
753.104253,1000,6013.734003
605.947537,1000,6013.73402
714.159484,1000,6013.734118
548.817134,1000,6013.734436
567.653898,1000,6013.734448
594.76326,1000,6013.735345
601.706481,1000,6013.740053
855.539068,1000,6029.832022
614.825428,1000,6029.833279
557.243608,1000,6029.833349
625.016241,1000,6029.833403
788.671946,1000,6029.833469
989.472954,1000,6029.833812
867.415261,1000,6029.834251
736.893427,1000,6029.837608
778.511537,1000,6047.204722
648.695932,1000,6047.204841
832.457664,1000,6047.206021
939.239616,1000,6047.206049
936.94662,1000,6047.206074
761.420442,1000,6047.206406
823.805649,1000,6047.20725
730.420243,1000,6047.212262
759.161043,1000,6065.212437
711.060641,1000,6065.212849
790.500074,1000,6065.213067
839.270334,1000,6065.213114
666.23106,1000,6065.213912
709.747677,1000,6065.214903
785.524296,1000,6065.21532
681.989027,1000,6065.216028
777.353063,1000,6083.511688
807.929125,1000,6083.511796
683.200779,1000,6083.512092
766.964283,1000,6083.512094
764.321631,1000,6083.512676
766.929335,1000,6083.513396
782.12937,1000,6083.513484
624.853255,1000,6083.513527
761.464026,1000,6100.191228
510.312096,1000,6100.19337
508.22482,1000,6100.193371
654.221417,1000,6100.194039
856.645631,1000,6100.194263
638.816672,1000,6100.194441
813.313734,1000,6100.195207
723.489149,1000,6100.200796
774.101396,1000,6117.954045
658.840097,1000,6117.954112
692.103445,1000,6117.954127
718.611609,1000,6117.95446
658.164314,1000,6117.954469
712.693722,1000,6117.954531
617.030358,1000,6117.957032
714.815808,1000,6117.957037
692.173232,1000,6134.401794
674.058802,1000,6134.40215
807.943532,1000,6134.402678
831.754439,1000,6134.40282
891.683262,1000,6134.404268
721.668709,1000,6134.40428
755.434807,1000,6134.404437
880.721719,1000,6134.404763
211.677054,1000,6151.448384
865.117448,1000,6151.451585
454.82493,1000,6151.451599
863.317366,1000,6151.45195
717.258664,1000,6151.452541
898.923309,1000,6151.452551
426.925961,1000,6151.45292
839.548092,1000,6151.456301
753.554589,1000,6169.714024
277.365723,1000,6169.714553
636.302425,1000,6169.714581
686.573292,1000,6169.714661
700.451839,1000,6169.715777
767.58565,1000,6169.716186
554.095146,1000,6169.716618
777.012731,1000,6169.716729
806.801624,1000,6187.450158
447.844496,1000,6187.450387
811.647577,1000,6187.450638
760.197215,1000,6187.450975
834.590059,1000,6187.450985
710.517182,1000,6187.453279
798.038632,1000,6187.454078
764.759952,1000,6187.456415
581.24524,1000,6204.299359
766.806737,1000,6204.299626
905.356272,1000,6204.29965
481.46635,1000,6204.299667
949.450416,1000,6204.299775
700.082509,1000,6204.29984
608.832626,1000,6204.299908
870.065639,1000,6204.301154
703.110162,1000,6221.087799
490.213845,1000,6221.090077
665.337122,1000,6221.090139
756.697841,1000,6221.090469
542.375277,1000,6221.091054
729.821384,1000,6221.0913
734.122638,1000,6221.09132
848.212941,1000,6221.097352
581.804102,1000,6238.912461
891.655203,1000,6238.912669
802.297806,1000,6238.913224
968.71534,1000,6238.913352
966.161499,1000,6238.913604
897.588538,1000,6238.913842
584.46969,1000,6238.914
854.202454,1000,6238.917191
730.819518,1000,6256.104924
569.190939,1000,6256.105209
521.678353,1000,6256.105288
638.951274,1000,6256.105349
788.225593,1000,6256.10586
784.87129,1000,6256.106389
633.54378,1000,6256.107001
519.960694,1000,6256.10793
750.991125,1000,6273.393005
920.676116,1000,6273.393046
971.158572,1000,6273.393104
830.624633,1000,6273.393227
777.157168,1000,6273.393527
680.80307,1000,6273.393656
846.507482,1000,6273.394036
716.605248,1000,6273.395659
829.785527,1000,6290.700675
767.299351,1000,6290.700705
735.966296,1000,6290.700778
904.71712,1000,6290.701264
803.417143,1000,6290.701301
754.732634,1000,6290.701515
804.767221,1000,6290.701558
834.743623,1000,6290.70236
736.176788,1000,6307.137174
814.022981,1000,6307.137247
737.843153,1000,6307.137502
673.228048,1000,6307.138033
725.880268,1000,6307.138147
779.56672,1000,6307.138392
782.537618,1000,6307.138767
667.549302,1000,6307.140381
588.730872,1000,6324.634057
677.166334,1000,6324.634861
811.462915,1000,6324.634957
781.11503,1000,6324.635212
769.698401,1000,6324.635475
775.762696,1000,6324.635631
777.549897,1000,6324.635971
856.053101,1000,6324.638086
684.889157,1000,6342.207178
596.848282,1000,6342.207532
682.442887,1000,6342.207657
671.799915,1000,6342.208517
701.681851,1000,6342.208795
681.364781,1000,6342.20979
630.498558,1000,6342.210184
646.369805,1000,6342.210553
636.983801,1000,6359.059292
788.898282,1000,6359.060198
709.471735,1000,6359.060277
933.845825,1000,6359.060279
843.828399,1000,6359.060344
922.108116,1000,6359.060394
655.047842,1000,6359.060655
863.988066,1000,6359.061444
499.066748,1000,6376.694357
655.341347,1000,6376.694596
612.615675,1000,6376.694718
709.584498,1000,6376.694914
636.094785,1000,6376.696107
745.15642,1000,6376.69646
643.096835,1000,6376.696827
765.379967,1000,6376.69838
644.289666,1000,6394.78812
650.127487,1000,6394.788142
607.05572,1000,6394.788408
620.673955,1000,6394.788459
607.242686,1000,6394.788549
803.801119,1000,6394.789223
596.387079,1000,6394.79056
503.693282,1000,6394.792496
781.386746,1000,6411.451962
185.722634,1000,6411.453593
646.873966,1000,6411.45415
330.946189,1000,6411.454305
694.021013,1000,6411.454403
929.637507,1000,6411.454502
792.034723,1000,6411.455848
584.569399,1000,6411.460731
555.100768,1000,6428.630759
850.251949,1000,6428.630861
717.261892,1000,6428.630889
787.714877,1000,6428.630966
631.113067,1000,6428.631064
873.745067,1000,6428.631256
920.579205,1000,6428.631889
917.387685,1000,6428.633778
193.785757,1000,6446.018553
581.936689,1000,6446.018669
739.200277,1000,6446.019001
859.426332,1000,6446.019108
785.357884,1000,6446.019722
830.248412,1000,6446.020085
644.855009,1000,6446.021311
785.87622,1000,6446.021804
571.02259,1000,6463.502645
795.62091,1000,6463.502717
724.428638,1000,6463.503244
704.53138,1000,6463.503599
794.510119,1000,6463.50368
905.870853,1000,6463.50393
652.148648,1000,6463.504338
853.217747,1000,6463.505827
188.609532,1000,6480.424033
506.884639,1000,6480.424773
493.326513,1000,6480.424867
569.030899,1000,6480.424944
540.486252,1000,6480.425107
558.637711,1000,6480.425395
557.470159,1000,6480.428428
485.038195,1000,6480.428909
670.190915,1000,6497.27551
281.122325,1000,6497.276539
637.082949,1000,6497.276954
272.054862,1000,6497.277173
588.761619,1000,6497.277173
719.26005,1000,6497.278136
594.465898,1000,6497.278748
613.735451,1000,6497.280643
530.617672,1000,6515.070783
735.252144,1000,6515.071855
694.464497,1000,6515.071867
740.851408,1000,6515.071993
741.84175,1000,6515.072156
761.365299,1000,6515.072206
703.910363,1000,6515.073846
774.563583,1000,6515.076368
634.45407,1000,6532.699199
593.070368,1000,6532.700694
614.641143,1000,6532.700848
634.25454,1000,6532.70104
685.768191,1000,6532.701433
669.990954,1000,6532.701856
501.081235,1000,6532.703309
565.243621,1000,6532.704362
534.95889,1000,6549.98026
573.324791,1000,6549.980526
793.845159,1000,6549.980661
496.513798,1000,6549.980911
722.262089,1000,6549.981715
560.908169,1000,6549.982054
853.040968,1000,6549.982243
774.330074,1000,6549.98255
529.358631,1000,6567.799459
830.775155,1000,6567.799467
550.989057,1000,6567.799725
916.178022,1000,6567.799792
852.801086,1000,6567.80002
526.946623,1000,6567.800041
493.100391,1000,6567.800391
717.647289,1000,6567.800685
663.441127,1000,6584.755063
599.435402,1000,6584.755054
657.655265,1000,6584.755231
653.085911,1000,6584.755293
727.377107,1000,6584.755309
770.910422,1000,6584.755929
504.235952,1000,6584.755982
843.920749,1000,6584.756152
707.918934,1000,6602.49897
898.252399,1000,6602.499092
747.234027,1000,6602.499173
728.629342,1000,6602.499611
694.682133,1000,6602.500194
649.558428,1000,6602.500781
579.419211,1000,6602.501257
717.670422,1000,6602.501986
881.058734,1000,6619.845337
631.159528,1000,6619.845487
763.679938,1000,6619.845887
849.159536,1000,6619.846177
800.999947,1000,6619.846789
506.645786,1000,6619.846936
884.249646,1000,6619.846939
800.021492,1000,6619.847796
660.279021,1000,6637.635496
611.579581,1000,6637.636809
601.393111,1000,6637.636997
669.917706,1000,6637.637004
686.431145,1000,6637.637127
591.842327,1000,6637.637208
734.939048,1000,6637.638911
602.517534,1000,6637.640177
733.811051,1000,6655.118189
647.023405,1000,6655.118257
741.43185,1000,6655.118837
536.824015,1000,6655.118842
596.377838,1000,6655.118954
827.325939,1000,6655.119133
699.847217,1000,6655.119389
728.234571,1000,6655.119681
892.627151,1000,6672.763015
932.581746,1000,6672.763167
724.945079,1000,6672.763221
514.209583,1000,6672.763776
663.394951,1000,6672.76445
918.909507,1000,6672.764544
806.486227,1000,6672.765621
958.386834,1000,6672.765911
788.942025,1000,6689.373752
534.426462,1000,6689.375888
558.04383,1000,6689.376588
745.071629,1000,6689.376811
665.327792,1000,6689.376875
604.474796,1000,6689.377244
964.217693,1000,6689.378509
844.633159,1000,6689.385299
760.249203,1000,6706.514773
631.05551,1000,6706.515367
801.13197,1000,6706.51543
782.196998,1000,6706.515457
820.780743,1000,6706.515499
598.322596,1000,6706.515521
780.389133,1000,6706.515775
779.838678,1000,6706.516563
808.087207,1000,6724.091535
637.494506,1000,6724.091836
850.766017,1000,6724.09221
699.165391,1000,6724.092767
595.798656,1000,6724.093076
840.909968,1000,6724.093443
781.461336,1000,6724.094133
676.097412,1000,6724.096957
925.020852,1000,6741.047579
860.513331,1000,6741.047657
959.652887,1000,6741.047784
774.416135,1000,6741.047948
968.87833,1000,6741.047956
579.638035,1000,6741.048139
901.177237,1000,6741.048295
972.918227,1000,6741.048542
672.049391,1000,6758.183558
666.310578,1000,6758.183864
818.013452,1000,6758.183985
688.524765,1000,6758.184196
606.541518,1000,6758.184456
538.10121,1000,6758.184469
658.77844,1000,6758.185058
687.072895,1000,6758.186107
719.653714,1000,6775.087915
647.101907,1000,6775.088149
724.644615,1000,6775.088407
931.111534,1000,6775.088417
935.292777,1000,6775.088547
669.585369,1000,6775.088654
802.24853,1000,6775.089189
651.449665,1000,6775.089924
659.474709,1000,6792.184873
437.768716,1000,6792.186283
701.829483,1000,6792.186924
927.04381,1000,6792.187306
763.657812,1000,6792.187333
698.78549,1000,6792.1874
808.322355,1000,6792.187452
752.555466,1000,6792.189267
689.6907,1000,6809.925341
684.298886,1000,6809.926255
601.482704,1000,6809.926369
700.612202,1000,6809.926614
670.500938,1000,6809.926728
735.684536,1000,6809.927461
691.35009,1000,6809.927599
592.860334,1000,6809.935874
855.139817,1000,6826.911244
565.853353,1000,6826.913615
754.042719,1000,6826.914024
778.962895,1000,6826.91453
835.516958,1000,6826.9147
735.57375,1000,6826.914725
763.416817,1000,6826.915018
849.596979,1000,6826.921233
655.389614,1000,6843.915233
865.72109,1000,6843.915651
795.389502,1000,6843.916104
903.865785,1000,6843.916127
753.715366,1000,6843.916175
520.609265,1000,6843.916633
538.955367,1000,6843.916922
821.612188,1000,6843.91787
759.968048,1000,6860.237614
662.290914,1000,6860.237861
597.29415,1000,6860.237987
918.092441,1000,6860.237997
646.604026,1000,6860.238759
870.377516,1000,6860.238984
808.368216,1000,6860.239
791.870428,1000,6860.239043
757.406321,1000,6877.978507
606.188961,1000,6877.979057
719.448641,1000,6877.979646
648.786322,1000,6877.979808
675.998029,1000,6877.980064
639.104923,1000,6877.980523
659.649934,1000,6877.981511
861.019339,1000,6877.981566
798.845393,1000,6895.195505
697.012212,1000,6895.196996
964.65357,1000,6895.197137
867.913702,1000,6895.197161
892.927534,1000,6895.197339
547.810833,1000,6895.19765
530.402314,1000,6895.19766
918.603174,1000,6895.201962
786.859436,1000,6912.554053
788.737341,1000,6912.554441
593.854541,1000,6912.554441
864.81064,1000,6912.554636
715.53958,1000,6912.55478
707.606375,1000,6912.55509
677.07713,1000,6912.556128
920.192296,1000,6912.557003
846.890078,1000,6930.049285
716.062499,1000,6930.049456
870.335737,1000,6930.049882
945.102865,1000,6930.049988
902.44331,1000,6930.049988
880.041416,1000,6930.05028
856.406921,1000,6930.050439
910.597177,1000,6930.053862
788.365157,1000,6947.141375
695.805936,1000,6947.141407
711.602845,1000,6947.141484
867.01903,1000,6947.141567
698.468228,1000,6947.142196
842.337149,1000,6947.142221
702.702357,1000,6947.142543
849.89292,1000,6947.142552
781.757524,1000,6964.459074
680.372506,1000,6964.46221
727.517939,1000,6964.4623
719.22507,1000,6964.462578
750.930566,1000,6964.463064
764.993224,1000,6964.463253
819.595358,1000,6964.463257
738.686969,1000,6964.469424
817.659118,1000,6983.976418
787.470735,1000,6983.976497
767.848524,1000,6983.976688
815.426779,1000,6983.976743
607.099185,1000,6983.977995
802.125977,1000,6983.980535
817.060648,1000,6983.980942
858.106279,1000,6983.981022
834.482555,1000,7001.325745
809.022179,1000,7001.325778
727.549217,1000,7001.325982
754.116077,1000,7001.326232
824.179795,1000,7001.327073
843.215136,1000,7001.327359
789.721182,1000,7001.327599
811.385047,1000,7001.330703
702.446251,1000,7019.605216
476.51559,1000,7019.605508
636.911101,1000,7019.605644
742.80523,1000,7019.605658
696.128332,1000,7019.605674
778.78892,1000,7019.605981
754.155132,1000,7019.606243
690.273533,1000,7019.607357
785.163215,1000,7038.263094
533.442279,1000,7038.264212
857.257629,1000,7038.265354
867.979749,1000,7038.266094
914.739273,1000,7038.266228
867.029098,1000,7038.267072
733.912478,1000,7038.267867
841.749932,1000,7038.268887
794.603774,1000,7054.679548
896.008397,1000,7054.679939
894.809741,1000,7054.679939
783.599988,1000,7054.680446
892.446201,1000,7054.680708
684.397659,1000,7054.680803
762.175223,1000,7054.681291
830.347442,1000,7054.681697
831.11608,1000,7071.871969
860.154054,1000,7071.874358
975.278768,1000,7071.874358
797.485526,1000,7071.874665
604.994274,1000,7071.874665
859.038826,1000,7071.874719
984.248185,1000,7071.875152
633.279248,1000,7071.880234
657.567497,1000,7089.551244
734.281614,1000,7089.552973
539.744136,1000,7089.553359
592.726905,1000,7089.553373
605.655961,1000,7089.553418
527.796862,1000,7089.554117
863.257574,1000,7089.555813
830.768935,1000,7089.556361
447.433619,1000,7106.527293
748.013716,1000,7106.528407
651.901567,1000,7106.528522
850.713115,1000,7106.528715
706.179641,1000,7106.528855
383.935847,1000,7106.528856
594.658599,1000,7106.529832
581.256358,1000,7106.532724
758.936021,1000,7124.684662
822.749738,1000,7124.687538
654.055804,1000,7124.687678
839.898239,1000,7124.687685
532.045728,1000,7124.687908
950.962117,1000,7124.689782
471.288109,1000,7124.689881
722.916581,1000,7124.693988
617.152157,1000,7141.998917
666.89159,1000,7141.998928
883.637973,1000,7141.99925
322.94092,1000,7141.999279
623.640428,1000,7141.999324
835.001537,1000,7141.999736
864.511566,1000,7142.001078
841.92828,1000,7142.002141
670.40287,1000,7159.635243
453.342263,1000,7159.636694
471.660372,1000,7159.636796
666.903395,1000,7159.636906
724.766612,1000,7159.637566
177.226202,1000,7159.638262
724.524592,1000,7159.638713
607.972235,1000,7159.640683
656.875084,1000,7177.604357
871.607253,1000,7177.604927
467.675693,1000,7177.60501
352.968486,1000,7177.605635
922.328805,1000,7177.606348
370.263413,1000,7177.606528
950.144468,1000,7177.608486
867.874304,1000,7177.608969
917.770384,1000,7197.135788
778.843213,1000,7197.138822
954.829871,1000,7197.139813
898.565238,1000,7197.140334
921.352018,1000,7197.141163
935.315897,1000,7197.142882
977.820195,1000,7197.143229
799.672956,1000,7197.145249
887.482854,1000,7216.863693
930.541273,1000,7216.864103
946.003101,1000,7216.864115
932.476488,1000,7216.866431
920.541611,1000,7216.86676
952.957254,1000,7216.867175
947.930237,1000,7216.867232
942.74381,1000,7216.867944
809.396757,1000,7236.062153
593.035164,1000,7236.062397
726.999116,1000,7236.062746
606.943101,1000,7236.062902
698.060373,1000,7236.062913
774.837078,1000,7236.063046
687.02411,1000,7236.063244
816.482747,1000,7236.065741
489.547912,1000,7252.898103
512.761306,1000,7252.89829
585.81223,1000,7252.898414
680.586853,1000,7252.899237
745.575515,1000,7252.899671
582.38803,1000,7252.899791
849.767409,1000,7252.900814
548.091579,1000,7252.902518
664.948515,1000,7271.079083
582.983416,1000,7271.079115
616.931961,1000,7271.079263
671.250331,1000,7271.07995
667.335304,1000,7271.080472
774.782264,1000,7271.080892
657.415323,1000,7271.080895
624.03845,1000,7271.081197
503.429017,1000,7288.47506
910.097677,1000,7288.478422
793.465747,1000,7288.478488
903.000564,1000,7288.478721
669.673135,1000,7288.478752
959.876133,1000,7288.478944
903.830245,1000,7288.480062
905.901389,1000,7288.485041
582.467519,1000,7305.748985
820.265877,1000,7305.752335
906.824381,1000,7305.752334
851.781671,1000,7305.752512
599.533172,1000,7305.753289
876.195481,1000,7305.753665
862.191853,1000,7305.754049
555.278533,1000,7305.762499
663.736799,1000,7323.323979
569.043128,1000,7323.326796
614.430275,1000,7323.326955
385.95572,1000,7323.327052
646.123767,1000,7323.327278
603.605409,1000,7323.327703
671.002373,1000,7323.329064
653.891104,1000,7323.332179
891.503277,1000,7339.781174
665.894428,1000,7339.783588
760.764439,1000,7339.783617
699.590602,1000,7339.78393
831.181706,1000,7339.784203
895.150311,1000,7339.784931
867.161757,1000,7339.785436
882.421827,1000,7339.789712
754.572228,1000,7356.859658
826.469604,1000,7356.859817
852.491598,1000,7356.859895
812.804934,1000,7356.860075
533.016644,1000,7356.860094
890.976508,1000,7356.860152
899.484057,1000,7356.860219
758.935299,1000,7356.862304
334.232339,1000,7375.167864
775.952893,1000,7375.167974
742.91122,1000,7375.168063
871.145004,1000,7375.168288
760.039915,1000,7375.168604
710.452355,1000,7375.169002
772.461801,1000,7375.169193
708.15677,1000,7375.17116
699.15439,1000,7392.106153
879.698703,1000,7392.106917
398.369221,1000,7392.107004
732.297726,1000,7392.107001
713.630607,1000,7392.107142
564.374627,1000,7392.107275
525.578303,1000,7392.107557
626.745237,1000,7392.108923
720.36727,1000,7410.056915
696.426916,1000,7410.05717
749.899087,1000,7410.057323
754.199933,1000,7410.057432
733.885211,1000,7410.057535
708.285048,1000,7410.057937
840.723192,1000,7410.058233
814.824872,1000,7410.059465
942.696681,1000,7426.612317
849.851509,1000,7426.614835
700.120109,1000,7426.615033
815.356408,1000,7426.615154
965.178249,1000,7426.615494
807.681386,1000,7426.615545
813.74019,1000,7426.616247
833.211251,1000,7426.621294
691.454585,1000,7444.131221
632.395992,1000,7444.131221
680.957037,1000,7444.13153
800.760123,1000,7444.131576
652.87546,1000,7444.131653
663.658227,1000,7444.131811
720.135841,1000,7444.132119
693.104941,1000,7444.133024
957.005614,1000,7461.185752
757.915484,1000,7461.187311
409.68191,1000,7461.187835
805.831915,1000,7461.18792
907.473008,1000,7461.188082
822.369673,1000,7461.188258
501.807768,1000,7461.189313
847.544141,1000,7461.192835
640.711893,1000,7478.491881
839.977121,1000,7478.492372
688.479029,1000,7478.492442
559.168845,1000,7478.49245
588.743169,1000,7478.49294
943.813899,1000,7478.49302
581.51155,1000,7478.494109
514.71726,1000,7478.49557
613.952164,1000,7495.271983
802.13257,1000,7495.271983
626.462594,1000,7495.272105
734.393483,1000,7495.272171
611.326183,1000,7495.272687
592.047096,1000,7495.272699
673.119412,1000,7495.273056
690.42899,1000,7495.273683
642.118383,1000,7512.071739
901.366885,1000,7512.07211
607.021774,1000,7512.072251
643.278959,1000,7512.072321
629.229324,1000,7512.0724
791.064021,1000,7512.072439
669.113688,1000,7512.072698
623.548268,1000,7512.072807
796.280582,1000,7528.377181
642.939017,1000,7528.37965
734.146065,1000,7528.379892
712.416976,1000,7528.380213
687.094646,1000,7528.380211
716.027658,1000,7528.380364
809.360467,1000,7528.381117
535.39177,1000,7528.384883
509.552026,1000,7545.015871
612.240543,1000,7545.017395
709.336045,1000,7545.017455
728.534338,1000,7545.017511
644.450189,1000,7545.017511
747.847397,1000,7545.017873
635.792059,1000,7545.018412
678.997723,1000,7545.021041
682.356685,1000,7561.739586
802.741467,1000,7561.73958
657.486016,1000,7561.739749
628.788067,1000,7561.739791
820.068211,1000,7561.739845
824.565895,1000,7561.739854
558.395285,1000,7561.740268
653.731102,1000,7561.740641
549.85987,1000,7579.349778
617.147871,1000,7579.350003
573.062632,1000,7579.351248
673.395877,1000,7579.351517
642.877371,1000,7579.352636
840.379296,1000,7579.352748
620.521834,1000,7579.35322
